City name,Airport Code,Airport Name,Country name
Saidpur,SPD,Saidpur International Airport,Bangladesh
Saidu Sharif,SDT,Saidu Sharif International Airport,Pakistan
Saint Cloud,STC,Municipal International Airport,United States
Saint George,SGU,Municipal International Airport,United States
Saint John,YSJ,Saint John International Airport,Canada
Saint Marys,KSM,Saint Marys International Airport,United States
Saint Paul Island,SNP,Saint Paul Island International Airport,United States
Saint Tropez,XPZ,Harbour International Airport,France
Saint Tropez,LTT,La Mole International Airport,France
Saint Yan,SYT,Charolais Bourgogne S. International Airport,France
Sainte Marie,SMS,Sainte Marie International Airport,Madagascar
Sakon Nakhon,SNO,Sakon Nakhon International Airport,Thailand
Sal,SID,Amilcar Cabral Intl,Cape Verde
Sala,XYX,Sala International Airport,Sweden
Salalah,SLL,Salalah International Airport,Oman
Salamanca,SLM,Matacan International Airport,Spain
Salamo,SAM,Salamo International Airport,Papua New Guinea
Saldanha Bay,SDB,Langebaanweg International Airport,South Africa
Sale,SXE,Sale International Airport,Australia
Salekhard,SLY,Salekhard International Airport,Russian Federation
Salem,SLO,Leckrone International Airport,United States
Salem,SXV,Salem International Airport,India
Salem,SLE,Mcnary Field International Airport,United States
Salida,SLT,Salida International Airport,United States
Salima,LMB,Salima International Airport,Malawi
Salina,ZIQ,Harbour (Eolie Island) International Airport,Italy
Salina,SLN,Salina International Airport,United States
Salina,SBO,Salina International Airport,United States
Salina Cruz,SCX,Salina Cruz International Airport,Mexico
Salinas,SNS,Salinas International Airport,United States
Salinas,SNC,Salinas International Airport,Ecuador
Salisbury,SRW,Rowan County International Airport,United States
Salisbury-Ocean City,SBY,Wicomico Regional International Airport,United States
Salluit,YZG,Salluit International Airport,Canada
Salmon,SMN,Salmon International Airport,United States
Salmon Arm,YSN,Salmon Arm International Airport,Canada
Salt Cay,SLX,Salt Cay International Airport,Turks and Caicos Islands
Salta,SLA,Gen Belgrano International Airport,Argentina
Saltillo,SLW,Saltillo International Airport,Mexico
Salto,STY,Salto International Airport,Uruguay
Salton City,SAS,Salton City International Airport,United States
Salvador,SSA,Arpt Luis R. Magalhaes,Brazil
Salzburg,SZG,W.A. Mozart International Airport,Austria
Sam Neua,NEU,Sam Neua International Airport,Laos
Samara,KUF,Samara International Airport,Russian Federation
Samarai Island,SQT,China Straits Airstrip International Airport,Papua New Guinea
Samarinda,SRI,Samarinda International Airport,Indonesia
Samarkand,SKD,Samarkand International Airport,Uzbekistan
Sambava,SVB,Sambava International Airport,Madagascar
Sambu,SAX,Sambu International Airport,Panama
Samburu,UAS,Samburu International Airport,Kenya
Samcheok,SUK,Samcheok International Airport,Korea (South)
Samos,SMI,Samos International Airport,Greece
Sampit,SMQ,Sampit International Airport,Indonesia
Samsun,SZF,Carsamba International Airport,Turkey
Samsun/carsamba,SSX,Samsun International Airport,Turkey
San Andres Island,ADZ,San Andres Island International Airport,Colombia
San Andros,SAQ,San Andros International Airport,Bahamas
San Angelo,GOF,Goodfellow AFB International Airport,United States
San Angelo,SJT,Mathis Fld International Airport,United States
San Antonio,SAT,San Antonio International,United States
San Antonio,SKF,Kelly AFB International Airport,United States
San Antonio,MDA,Martindale AAF International Airport,United States
San Antonio,RND,Randolph AFB International Airport,United States
San Antonio,SSF,Stinson Municipal International Airport,United States
San Antonio,SVZ,San Antonio International Airport,Venezuela
San Antonio Oeste,OES,San Antonio Oeste International Airport,Argentina
San Bernardino,SBD,Norton Afb International Airport,United States
San Bernardino,SBT,Tri-City International Airport,United States
San Blas,NBL,San Blas International Airport,Panama
San Borja,SRJ,Capitan G Q Guardia International Airport,Bolivia
San Carlos,SQL,San Carlos International Airport,United States
San Carlos,NCR,San Carlos International Airport,Nicaragua
San Cristobal,SCY,San Cristobal Airport,Ecuador
San Cristobal,SCI,San Cristobal International Airport,Venezuela
San Diego,SDM,Brown Field Municipal International Airport,United States
San Diego,CLD,Carlsbad International Airport,United States
San Diego,SEE,Gillespie Field International Airport,United States
San Diego,SAN,Lindberg Fld S. Diego International Airport,United States
San Diego,NKX,Miramar MCAS International Airport,United States
San Diego,MYF,Montgomery Field International Airport,United States
San Diego,NZY,North Island Nas International Airport,United States
San Domino Island,TQR,San Domino Island International Airport,Italy
San Esteban,SET,San Esteban International Airport,Honduras
San Felipe,SSD,San Felipe International Airport,Colombia
San Felipe,SFH,San Felipe International Airport,Mexico
San Felipe,SNF,San Felipe International Airport,Venezuela
San Felix,SFX,San Felix International Airport,Venezuela
San Fernando,SFR,San Fernando International Airport,Columbia
San Fernando,FES,San Fernando International Airport,Spain
San Fernando,SFE,San Fernando International Airport,Philippines
San Fernando De Apure,SFD,Las Flecheras International Airport,Venezuela
San Francisco,EMB,Embarkadero International Airport,United States
San Francisco,SFO,San Francisco International,United States
San Giovanni Rotondo,GBN,San Giovanni Rotondo International Airport,Italy
San Ignacio,SQS,Matthew Spain International Airport,Belize
San Ignacio,SGM,San Ignacio International Airport,Mexico
San Ignacio De M,SNM,San Ignacio De M International Airport,Bolivia
San Ignacio De Velasco,SNG,San Ignacio De Velasco International Airport,Bolivia
San Javier,SJV,San Javier International Airport,Bolivia
San Joaquin,SJB,San Joaquin International Airport,Bolivia
San Jose,SJS,San Jose International Airport,Bolivia
San Jose,SJC,Mineta San Jose International Airport,United States
San Jose,RHV,Reid-Hillview International Airport,United States
San Jose,SJO,Juan Santamaria Intl,Costa Rica
San Jose,SJI,Mcguire Fld International Airport,Philippines
San Jose Cabo,SJD,Los Cabos International Airport,Mexico
San Jose Del Gua,SJE,San Jose Del Gua International Airport,Colombia
San Juan,WSJ,San Juan SPB International Airport,United States
San Juan,SJM,San Juan International Airport,Dominican Republic
San Juan,SJA,San Juan International Airport,Peru
San Juan,SIG,Isla Grande International Airport,Puerto Rico
San Juan,SJU,Luis Munoz Marin Intl,Puerto Rico
San Juan,UAQ,San Juan International Airport,Argentina
San Juan Aposento,APE,San Juan Aposento International Airport,Peru
San Juan D Ur,SJR,San Juan D Ur International Airport,Colombia
San Juan Del Cesar,SJH,San Juan Del Cesar International Airport,Colombia
San Julian,SNJ,San Julian International Airport,Cuba
San Julian,ULA,San Julian International Airport,Argentina
San Luis,LUQ,San Luis International Airport,Argentina
San Luis De Pale,SQE,San Luis De Pale International Airport,Colombia
San Luis Obispo,SBP,County Airport,United States
San Luis Potosi,SLP,San Luis Potosi International Airport,Mexico
San Luis Rio Colorado,UAC,San Luis Rio Colorado International Airport,Mexico
San Marcos,SRS,Santa Fe De Bogota International Airport,Colombia
San Martin DeLos Andes,CPC,Chapelco International Airport,Argentina
San Matias,MQK,San Matias International Airport,Bolivia
San Miguel,SYL,Roberts AAF International Airport,United States
San Miguel,NMG,San Miguel International Airport,Panama
Sevilla,SPO,San Pablo International Airport,Spain
San Pedro,SPR,San Pedro International Airport,Belize
San Pedro,SPQ,Catalina SPB International Airport,United States
San Pedro,SPY,San Pedro International Airport,Cote D'Ivoire (Ivory Coast)
San Pedro de Alcantara,ZRC,Bus Station International Airport,Spain
San Pedro Jagua,SJG,San Pedro Jagua International Airport,Colombia
San Pedro Sula,SAP,Ramon Villeda Morales International Airport,Honduras
San Pedro Uraba,NPU,San Pedro Uraba International Airport,Colombia
San Quintin,SNQ,San Quintin International Airport,Mexico
San Rafael,SRF,Hamilton Field International Airport,United States
San Rafael,JSG,San Rafael H/P International Airport,United States
San Rafael,AFA,San Rafael International Airport,Argentina
San Ramon,SRD,San Ramon International Airport,Bolivia
San Salvador,ZSA,San Salvador International Airport,Brazil
San Salvador,SAL,Comalapa International,El Salvador
San Salvador De,SVV,San Salvador De International Airport,Venezuela
San Sebas De La Gomera,GMZ,La Gomera International Airport,Spain
San Sebastian,EAS,San Sebastian International Airport,Spain
San Tome,SOM,El Tigre International Airport,Venezuela
San Vicente,SVI,San Vicente International Airport,Colombia
San Vito,TOO,San Vito International Airport,Costa Rica
Sanana,SQN,Sanana International Airport,Indonesia
Sanandaj,SDG,Sanandaj International Airport,Iran
Sancti Spiritus,USS,Sancti Spiritus International Airport,Cuba
Sand Point,SDP,Municipal International Airport,United States
Sandakan,SDK,Sandakan International Airport,Malaysia
Sandane,SDN,Sandane International Airport,Norway
Sanday,NDY,Sanday International Airport,United Kingdom
Sandcreek,SDC,Sandcreek International Airport,Guyana
Sandefjord,ZYS,Sandefjord Railway Svc International Airport,Norway
Sandnes,XKC,Sandnes Rail St. International Airport,Norway
Sandnessjoen,SSJ,Stokka International Airport,Norway
Sandringham,SRM,Sandringham International Airport,Australia
Sandspit,YZP,Sandspit International Airport,Canada
Sandstone,NDS,Sandstone International Airport,Australia
Sandusky,SKY,Griffing Sandusky International Airport,United States
Sandwip,SDW,Sandwip International Airport,Bangladesh
Sandy Lake,ZSJ,Sandy Lake International Airport,Canada
Sandy River,KSR,Federal No 1 International Airport,United States
Sanfebagar,FEB,Sanfebagar International Airport,Nepal
Sanford,SFM,Sanford International Airport,United States
Sanga Sanga,SGS,Sanga Sanga International Airport,Philippines
Sangapi,SGK,Sangapi International Airport,Papua New Guinea
Sanggata,SGQ,Sanggata International Airport,Indonesia
Sangir,SAE,Sangir International Airport,Indonesia
Sangley Point,NSP,NAF International Airport,Philippines
Sanikiluaq,YSK,Sanikiluaq International Airport,Canada
Sanliurfa,SFQ,Sanliurfa International Airport,Turkey
Sans Souci,YSI,Sans Souci International Airport,Canada
Santa Ana,SBL,Yacuma International Airport,Bolivia
Santa Ana,SNA,John Wayne International Airport,United States
Santa Ana,SQB,Santa Ana International Airport,Colombia
Santa Ana,NNB,Santa Ana International Airport,Solomon Islands
Santa Barbara,SBA,Municipal International Airport,United States
Santa Barbara,SZN,Santa Cruz Island International Airport,United States
Santa Barbara Ba,SBB,Santa Barbara Ba International Airport,Venezuela
Santa Barbara Ed,STB,L Delicias International Airport,Venezuela
Santa Carolina,NTC,Santa Carolina International Airport,Mozambique
Santa Catalina,SCA,Santa Catalina International Airport,Colombia
Santa Clara,SNU,Santa Clara International Airport,Cuba
Santa Cruz,SRZ,El Trompillo International Airport,Bolivia
Assuncion,VVI,Viru Viru Intl,Bolivia
Santa Cruz,STU,Santa Cruz International Airport,Belize
Santa Cruz,SRU,Skypark International Airport,United States
Santa Cruz,SZC,Guanacaste International Airport,Costa Rica
Santa Cruz,SNZ,Santa Cruz International Airport,Brazil
Santa Cruz,RZA,Santa Cruz International Airport,Argentina
Santa Cruz De La Palma,SPC,La Palma International Airport,Spain
Santa Cruz Do Sul,CSU,Santa Cruz Do Sul International Airport,Brazil
Santa Cruz Is,SCZ,Santa Cruz Is International Airport,Solomon Islands
Santa Elena,SNV,Santa Elena International Airport,Venezuela
Santa Fe,SAF,Santa Fe International Airport,United States
Santa Fe,ZSH,Bus Station International Airport,United States
Santa Fe,SFW,Santa Fe International Airport,Panama
Santa Fe,SFN,Santa Fe International Airport,Argentina
Santa Fe Do Sul,SFV,Santa Fe Do Sul International Airport,Brazil
Santa Isabel do Morro,IDO,Rio International Airport,Brazil
Santa Katarina,SKV,Mount Sinai International Airport,Egypt
Santa Maria,SMX,Public International Airport,United States
Santa Maria,SMC,Santa Maria International Airport,Colombia
Santa Maria,SMG,Santa Maria International Airport,Peru
Santa Maria,SMA,Vila Do Porto International Airport,Portugal
Santa Maria,RIA,Base Aerea International Airport,Brazil
Santa Marta,SMR,Simon Bolivar International Airport,Colombia
Santa Monica,SMO,Santa Monica International Airport,United States
Santa Paula,SZP,Santa Paula International Airport,United States
Santa Rosa,SRB,Santa Rosa International Airport,Bolivia
Santa Rosa,STS,Sonoma County International Airport,United States
Santa Rosa,RSA,Santa Rosa International Airport,Argentina
Santa Rosa,SRA,Santa Rosa International Airport,Brazil
Santa Rosa Copan,SDH,Santa Rosa Copan International Airport,Honduras
Santa Rosalia,SSL,Santa Rosalia International Airport,Colombia
Santa Rosalia,SRL,Santa Rosalia International Airport,Mexico
Santa Teresita,SST,Santa Teresita International Airport,Argentina
Santa Terezinha,STZ,Confresa International Airport,Brazil
Oakland,CTQ,Oakland International Airport,America
Santa Ynez,SQA,Santa Ynez International Airport,United States
Santana Do Araguaia,CMP,Campo Alegre International Airport,Brazil
Santana Ramos,SRO,Santana Ramos International Airport,Colombia
Santander,SDR,Santander International Airport,Spain
Santarem,STM,Eduardo Gomes International Airport,Brazil
Santiago,SCL,Arturo Merino Benitez International Airport,Chile
Santiago,ULC,Los Cerrillos International Airport,Chile
Santiago,SCU,Antonio Maceo International Airport,Cuba
Santiago,STI,Municipal International Airport,Dominican Republic
Santiago,SYP,Santiago International Airport,Panama
Santiago De Compostela,SCQ,Santiago De Compostela International Airport,Spain
Santiago Del Estero,SDE,Santiago Del Estero International Airport,Argentina
Santo Angelo,GEL,Sepe Tiaraju International Airport,Brazil
Santo Antao,NTO,Santo Antao International Airport,Cape Verde
Santo Domingo,HEX,Herrera International Airport,Dominican Republic
Santo Domingo,SDQ,Las Americas International Airport,Dominican Republic
Santo Domingo,STD,Mayo Guerrero International Airport,Venezuela
Santos,SSZ,Santos International Airport,Brazil
Sanya,SYX,Sanya International Airport,China
Sao Felix Do Araguaia,SXO,Sao Felix Do Araguaia International Airport,Brazil
Sao Felix Do Xingu,SXX,Sao Felix Do Xingu International Airport,Brazil
Sao Filipe,SFL,Sao Filipe International Airport,Cape Verde
Sao Gabriel,SJL,Da Cachoeira International Airport,Brazil
Sao Jorge Island,SJZ,Sao Jorge Island International Airport,Portugal
Sao Jose Do Rio Preto,SJP,Sao Jose Do Rio Preto International Airport,Brazil
Sao Jose Dos Campos,SJK,Sao Jose Dos Campos International Airport,Brazil
Sao Lourenco,SSO,Sao Lourenco International Airport,Brazil
Sao Lourenco Do Sul,SQY,Sao Lourenco Do Sul International Airport,Brazil
Salvador,SLZ,Mal. Cunha Machado International Airport,Brazil
Sao Mateus,SBJ,Sao Mateus International Airport,Brazil
Sao Miguel Araguaia,SQM,Sao Miguel Araguaia International Airport,Brazil
Sao Miguel Do Oeste,SQX,Sao Miguel Do Oeste International Airport,Brazil
Sao Nicolau,SNE,Preguica International Airport,Cape Verde
Sao Paulo,CGH,Congonhas International Airport,Brazil
Sao Paulo,GRU,Guarulhos Intl,Brazil
Sao Paulo,VCP,Viracopos International Airport,Brazil
Sao Tome Is,TMS,Sao Tome Is International Airport,Sao Tome and Principe
Sao Vicente,VXE,San Pedro International Airport,Cape Verde
Sapmanga,SMH,Sapmanga International Airport,Papua New Guinea
Saposoa,SQU,Saposoa International Airport,Peru
Sapporo,CTS,Chitose International Airport,Japan
Sapporo,OKD,Okadama International Airport,Japan
Saqani,AQS,Saqani International Airport,Fiji
Sara,SSR,Sara International Airport,Vanuatu
Sarajevo,SJJ,Butmir International Airport,Bosnia and Herzegovina
Sarakhs,CKT,Sarakhs International Airport,Iran
Saranac Lake,SLK,Adirondack International Airport,United States
Saransk,SKX,Saransk International Airport,Russian Federation
Sarasota,SRQ,Sarasota-Bradenton International Airport,United States
Saratoga,SAA,Shively Field International Airport,United States
Saratov,RTW,Saratov International Airport,Russian Federation
Saravane,VNA,Saravane International Airport,Laos
Saravena,RVE,Los Colonizadores International Airport,Colombia
Sardeh Band,SBF,Sardeh Band International Airport,Afghanistan
Sargodha,BHW,Bhagatanwala Apt International Airport,Pakistan
Sargodha,SGI,Sargodha Apt International Airport,Pakistan
Sarh,SRH,Sarh International Airport,Chad
Sarichef,WSF,Sarichef International Airport,United States
Sarmi,ZRM,Sarmi International Airport,Indonesia
Sarnia,YZR,Sarnia International Airport,Canada
Sarpsborg,XKQ,Sarpsborg Rail St. International Airport,Norway
Sartaneja,SJX,Sartaneja International Airport,Belize
Sary,SRY,Dashte Naz International Airport,Iran
Sasereme,TDS,Sasereme International Airport,Papua New Guinea
Saskatoon,YXE,J.G. Diefenbaker International Airport,Canada
Sassandra,ZSS,Sassandra International Airport,Cote D'Ivoire (Ivory Coast)
Sasstown,SAZ,Sasstown International Airport,Liberia
Satna,TNI,Satna International Airport,India
Satu Mare,SUJ,Satu Mare International Airport,Romania
Satwag,SWG,Satwag International Airport,Papua New Guinea
Saudarkrokur,SAK,Saudarkrokur International Airport,Iceland
Saul,XAU,Saul International Airport,French Guiana
Sault Ste Marie,CIU,Chippewa County International Airport,United States
Sault Ste Marie,INR,Kincheloe AFB International Airport,United States
Sault Ste Marie,YAM,Sault Ste Marie International Airport,Canada
Saumlaki,SXK,Saumlaki International Airport,Indonesia
Sauren,SXW,Sauren International Airport,Papua New Guinea
Saurimo,VHC,Saurimo International Airport,Angola
Sausalito,JMC,Marin County International Airport,United States
Savannah,SVN,Hunter AAF International Airport,United States
Savannah,SAV,Savannah/Hilton Head International Airport,United States
Savannakhet,ZVK,Savannakhet International Airport,Laos
Save,SVF,Save International Airport,Benin
Savo,SVY,Savo International Airport,Solomon Islands
Savonlinna,SVL,Savonlinna International Airport,Finland
Savoonga,SVA,Savoonga International Airport,United States
Savusavu,SVU,Savusavu International Airport,Fiji
Savuti,SVT,Savuti International Airport,Botswana
Sawan,RZS,Sawan International Airport,Pakistan
Sawu,SAU,Sawu International Airport,Indonesia
Sayaboury,ZBY,Sayaboury International Airport,Laos
Scammon Bay,SCM,SPB International Airport,United States
Scampton,SQZ,RAF Station International Airport,United Kingdom
Schefferville,YKL,Schefferville International Airport,Canada
Schenectady,SCH,County International Airport,United States
Schenectady,ZTD,Schenectady Rail International Airport,United States
Schleswig-Jagel,WBG,Schleswig-Jagel International Airport,Germany
Schwerin,SZW,Parchim Airport,Germany
Scone,NSO,Scone International Airport,Australia
Scottsbluff,BFF,Scotts Bluff County International Airport,United States
Scranton,SCR,Municipal International Airport,United States
Scribner,SCB,State International Airport,United States
Scusciuban,CMS,Scusciuban International Airport,Somalia
Seal Bay,SYB,Seal Bay International Airport,United States
Searcy,SRC,Searcy International Airport,United States
Seattle,BFI,Boeing Fld Intl,United States
Seattle,LKE,Lake Union SPB International Airport,United States
Seattle,SEA,Seattle/tacoma International,United States
Sebba,XSE,Sebba International Airport,Burkina Faso
Sebha,SEB,Sebha International Airport,Libya
Sebring,SEF,Air Terminal International Airport,United States
Sechelt,YHS,Sechelt International Airport,Canada
Secunda,ZEC,Secunda International Airport,South Africa
Sedalia,DMO,Sedalia International Airport,United States
Sedona,SDX,Sedona International Airport,United States
Sege,EGM,Sege International Airport,Solomon Islands
Segou,SZU,Segou International Airport,Mali
Seguela,SEO,Seguela International Airport,Cote D'Ivoire (Ivory Coast)
Sehonghong,SHK,Sehonghong International Airport,Lesotho
Sehulea,SXH,Sehulea International Airport,Papua New Guinea
Sehwen Sharif,SYW,Sehwen Sharif International Airport,Pakistan
Seinajoki,SJY,Ilmajoki International Airport,Finland
Seiyun,GXF,Seiyun International Airport,Yemen
Sekakes,SKQ,Sekakes International Airport,Lesotho
Selawik,WLK,Selawik International Airport,United States
Selbang,SBC,Selbang International Airport,Papua New Guinea
Seldovia,SOV,Seldovia International Airport,United States
Selebi-Phikwe,PKW,Selebi-Phikwe International Airport,Botswana
Selibaby,SEY,Selibaby International Airport,Mauritania
Selinsgrove,SEG,Penn Valley International Airport,United States
Selje,QFK,Harbour International Airport,Norway
Selma,SEM,Craig AFB International Airport,United States
Selma,SES,Selfield International Airport,United States
Semarang,SRG,Achmad Yani International Airport,Indonesia
Sematan,BSE,Sematan International Airport,Malaysia
Sembach,SEX,Sembach International Airport,Germany
Semera,SZE,Semera Airport,Ethiopia
Semipalatinsk,PLX,Semipalatinsk International Airport,Kazakhstan
Semongkong,SOK,Semongkong International Airport,Lesotho
Semporna,SMM,Semporna International Airport,Malaysia
Sena Madureira,ZMD,Sena Madureira International Airport,Brazil
Senanga,SXG,Senanga International Airport,Zambia
Sendai,SDJ,Sendai International Airport,Japan
Senggeh,SEH,Senggeh International Airport,Indonesia
Senggo,ZEG,Senggo International Airport,Indonesia
Senhor Do Bonfim,SEI,Senhor Do Bonfim International Airport,Brazil
Senipah,SZH,Senipah International Airport,Indonesia
Seno,SND,Seno International Airport,Laos
Seu De Urgel,LEU,Aeroport De La Seu International Airport,Spain
Seoul,ICN,Seoul (Incheon) International Airport,South Korea
Sepik Plains,SPV,Sepik Plains International Airport,Papua New Guinea
Sept-Iles,YZV,Sept-Iles International Airport,Canada
Sepulot,SPE,Sepulot International Airport,Malaysia
Sequim,SQV,Sequim Valley Arpt,United States
Seronera,SEU,Seronera International Airport,Tanzania
Serra Norte,RRN,Serra Norte International Airport,Brazil
Serra Pelada,RSG,Serra Pelada International Airport,Brazil
Serre Chevalier,SEC,Serre Chevalier International Airport,France
Sert,SRX,Sert International Airport,Libya
Serui,ZRI,Serui International Airport,Indonesia
Sesheke,SJQ,Sesheke International Airport,Zambia
Seshutes,SHZ,Seshutes International Airport,Lesotho
Setif,QSF,Setif International Airport,Algeria
Sette Cama,ZKM,Sette Cama International Airport,Gabon
Sevastopol,UKS,Belbek International Airport,Ukraine
Severodoneck,SEV,Severodoneck International Airport,Ukraine
Sevilla,SVQ,San Pablo International Airport,Spain
Sewanee,UOS,Franklin County International Airport,United States
Seward,SWD,Seward International Airport,United States
Seydisfjordur,SEJ,Seydisfjordur International Airport,Iceland
Seymour,SER,Freeman Municipal International Airport,United States
Sfax,SFA,Sfax El Maou International Airport,Tunisia
Shafter,MIT,Kern County International Airport,United States
Shageluk,SHX,Shageluk International Airport,United States
Shahre-Kord,CQD,Shahre-Kord International Airport,Iran
Shakawe,SWX,Shakawe International Airport,Botswana
Shakiso,SKR,Shakiso International Airport,Ethiopia
Shaktoolik,SKK,Shaktoolik International Airport,United States
Shamattawa,ZTM,Shamattawa International Airport,Canada
Shamshernagar,ZHM,Shamshernagar International Airport,Bangladesh
Shanghai,SHA,Hongqiao International Airport,China
Shanghai,PVG,Pu Dong International Airport,China
Shangri-la,NRI,Shangri-la International Airport,United States
Shanhaiguan,SHF,Shanhaiguan International Airport,China
Shannon,SNN,Shannon International Airport,Ireland
Shanshan,SXJ,Shanshan International Airport,China
Shantou,SWA,Shantou International Airport,China
Shanzhou,SZO,Shanzhou International Airport,China
Shaoguan,HSC,Shaoguan International Airport,China
Sharjah,SHJ,Sharjah International Airport,United Arab Emirates
Shark Elowainat,GSQ,Shark Elowainat International Airport,Egypt
Sharm El Sheikh,SSH,Ophira International Airport,Egypt
Sharurah,SHW,Sharurah International Airport,Saudi Arabia
Shashi,SHS,Shashi International Airport,China
Shaw River,SWB,Shaw River International Airport,Australia
Shawnee,SNL,Municipal International Airport,United States
Shay Gap,SGP,Shay Gap International Airport,Australia
She Kou,ZCU,She Kou Ferry International Airport,China
Shearwater,YSX,Shearwater International Airport,Canada
Sheboygan,SBM,Memorial International Airport,United States
Sheep Mountain,SMU,Sheep Mountain International Airport,United States
Sheffield,MSL,Sheffield International Airport,United States
Sheffield,SZD,Sheffield City Airport,United Kingdom
Sheghnan,SGA,Sheghnan International Airport,Afghanistan
Shehdi,SQJ,Shehdi International Airport,Ethiopia
Shek Mum,QDM,Shek Mum International Airport,Hong Kong
Shekou,ZYK,Shekou Port International Airport,China
Shelby,SBX,Shelby International Airport,United States
Shelbyville,SYI,Bomar Field International Airport,United States
Sheldon Point,SXP,Sheldon SPB International Airport,United States
Shelton,SHN,Sanderson Field International Airport,United States
Shemya,SYA,Shemya AFB International Airport,United States
Shenyang,SHE,Shenyang International Airport,China
Shenzhen,SZX,Shenzhen International Airport,China
Shepparton,SHT,Shepparton International Airport,Australia
Sherbrooke,YSC,Sherbrooke International Airport,Canada
Sheridan,SHR,Sheridan International Airport,United States
Sherman-Denison,PNX,Grayson County International Airport,United States
Shetland Islands,LWK,Lerwick/Tingwall International Airport,United Kingdom
Shetland Islands,SCS,Scatsta International Airport,United Kingdom
Shetland Islands,LSI,Sumburgh International Airport,United Kingdom
Shijiazhuang,SJW,Daguocun International Airport,China
Shikarpur,SWV,Shikarpur International Airport,Pakistan
Shillavo,HIL,Shillavo International Airport,Ethiopia
Shillong,SHL,Shillong International Airport,India
Shilo,YLO,Shilo International Airport,Canada
Shimkent,CIT,Shimkent International Airport,Kazakhstan
Shimojishima,SHI,Shimojishima International Airport,Japan
Shinyanga,SHY,Shinyanga International Airport,Tanzania
Shirahama,SHM,Shirahama International Airport,Japan
Shiraz,SYZ,Shiraz International Airport,Iran
Shiringayoc,SYC,Shiringayoc International Airport,Peru
Shirley,WSH,Brookhaven International Airport,United States
Shishmaref,SHH,Shishmaref International Airport,United States
Shoal Cove,HCB,Shoal Cove International Airport,United States
Sholapur,SSE,Sholapur International Airport,India
Shonai,SYO,Shonai International Airport,Japan
Shoreham By Sea,ESH,Shoreham International Airport,United Kingdom
Los Angless,SOW,Show Low International Airport,United States
Shreveport,BAD,Barksdale AFB International Airport,United States
Shreveport,DTN,Downtown International Airport,United States
Shreveport,SHV,Regional International Airport,United States
Shunde,ZAS,Shunde Ferry International Airport,China
Shungnak,SHG,Shungnak International Airport,United States
Shute Harbour,JHQ,Shute Harbour H/P International Airport,Australia
Sialkot,SKT,Sialkot International Airport,Pakistan
Sialum,SXA,Sialum International Airport,Papua New Guinea
Siasi,SSV,Siasi International Airport,Philippines
Siassi,SSS,Siassi International Airport,Papua New Guinea
Siauliai,SQQ,Siauliai International Airport,Lithuania
Sibi,SBQ,Sibi International Airport,Pakistan
Sibisa,SIW,Sibisa International Airport,Indonesia
Sibiti,SIB,Sibiti International Airport,Congo
Sibiu,SBZ,Sibiu International Airport,Romania
Sibu,SBW,Sibu International Airport,Malaysia
Sicogon Island,ICO,Sicogon Island International Airport,Philippines
Sidi Barani,SQK,Sidi Barani International Airport,Egypt
Sidi Belabbes,BFW,Sidi Belabbes International Airport,Algeria
Sidi Ifni,SII,Sidi Ifni International Airport,Morocco
Sidney,SDY,Richland Municipal International Airport,United States
Sidney,SNY,Sidney International Airport,United States
Sidney,SXY,Sidney International Airport,United States
Siegen,SGE,Siegerland Airport,Germany
Siem Reap,REP,Siem Reap International Airport,Cambodia
Siena,SAY,Siena International Airport,Italy
Sierra Grande,SGV,Sierra Grande International Airport,Argentina
Sierra Leone,SRK,Sierra Leone International Airport,Sierra Leone
Sierra Vista,FHU,Municipal International Airport,United States
Sigiriya,GIU,Sigiriya Slaf Base International Airport,Sri Lanka
Siglufjordur,SIJ,Siglufjordur International Airport,Iceland
Tokat,NSY,Sigonella NAF International Airport,Italy
Siguanea,SZJ,Siguanea International Airport,Cuba
Siguiri,GII,Siguiri International Airport,Guinea
Sihanoukville,KOS,Sihanoukville International Airport,Cambodia
Siirt,SXZ,Siirt International Airport,Turkey
Sikasso,KSS,Sikasso International Airport,Mali
Sikeston,SIK,Memorial International Airport,United States
Sila,SIL,Sila International Airport,Papua New Guinea
Silchar,IXS,Kumbhirgram International Airport,India
Silgadi Doti,SIH,Silgadi Doti International Airport,Nepal
Silistra,SLS,Silistra International Airport,Bulgaria
Siloam Springs,SLG,Smith Field International Airport,United States
Silur,SWR,Silur International Airport,Papua New Guinea
Silva Bay,SYF,Silva Bay International Airport,Canada
Silver City,SVC,Grant County International Airport,United States
Silver Creek,SVK,Silver Creek International Airport,Belize
Silver Plains,SSP,Silver Plains International Airport,Australia
Sim,SMJ,Sim International Airport,Papua New Guinea
Simanggang,SGG,Simanggang International Airport,Malaysia
Simao,SYM,Simao International Airport,China
Simara,SIF,Simara International Airport,Nepal
Simbai,SIM,Simbai International Airport,Papua New Guinea
Simberi Island,NIS,Simberi International Airport,Papua New Guinea
Simenti,SMY,Simenti International Airport,Senegal
Trapani,SIP,Simferopol International Airport,Ukraine
Simikot,IMK,Simikot International Airport,Nepal
Simla,SLV,Simla International Airport,India
Sinak,NKD,Sinak International Airport,Indonesia
Sindal,CNL,Sindal International Airport,Denmark
Sines,SIE,Sines International Airport,Portugal
Singapore,SIN,Changi International Airport,Singapore
Singapore,QPG,Paya Lebar International Airport,Singapore
Singapore,XSP,Seletar International Airport,Singapore
